"accident_id";"city";"state";"latitude";"longitude";"date";"time";"hour";"day_of_week";"is_weekend";"road_type";"lanes";"traffic_signal";"weather";"visibility";"temperature";"traffic_density";"cause";"accident_severity";"vehicles_involved";"casualties";"is_peak_hour";"festival";"risk_score"
277;"Chennai";"Tamil Nadu";13.125687;80.288644;"2022-04-07";"14:00:00";14;"Thursday";0;"urban";5;"0";"fog";"low";19.0;"high";"weather";"major";1;0;0;"No Festival";0.65
278;"Chandigarh";"Punjab";30.615981;76.703249;"2023-10-07";"01:00:00";1;"Saturday";1;"rural";3;"1";"rain";"low";30.0;"low";"distraction";"fatal";3;3;0;"No Festival";0.65
279;"Kolkata";"West Bengal";22.449438;88.268509;"2023-05-14";"20:00:00";20;"Sunday";1;"highway";4;"0";"fog";"low";27.0;"medium";"drunk driving";"major";3;3;0;"No Festival";0.45
280;"Bangalore";"Karnataka";12.906665;77.751883;"2024-07-10";"05:00:00";5;"Wednesday";0;"highway";6;"1";"fog";"low";36.0;"low";"overspeeding";"minor";2;2;0;"No Festival";0.45
281;"Bangalore";"Karnataka";12.854596;77.734873;"2023-04-08";"09:00:00";9;"Saturday";1;"highway";4;"1";"fog";"low";30.0;"medium";"poor road";"minor";4;2;1;"No Festival";0.6
282;"Hyderabad";"Telangana";17.453228;78.354267;"2023-03-18";"09:00:00";9;"Saturday";1;"urban";3;"0";"rain";"low";30.0;"high";"overspeeding";"major";4;1;1;"No Festival";0.8
283;"Chandigarh";"Punjab";30.689908;76.86273;"2023-05-08";"11:00:00";11;"Monday";0;"urban";1;"1";"rain";"low";16.0;"high";"drunk driving";"minor";5;4;0;"No Festival";0.65
284;"Mumbai";"Maharashtra";18.918465;72.813324;"2024-09-11";"02:00:00";2;"Wednesday";0;"urban";6;"0";"fog";"low";33.0;"high";"distraction";"minor";4;4;0;"No Festival";0.65
285;"Pune";"Maharashtra";18.50586;73.779004;"2023-09-14";"18:00:00";18;"Thursday";0;"highway";5;"1";"rain";"low";24.0;"medium";"weather";"major";1;1;1;"No Festival";0.6
286;"Pune";"Maharashtra";18.432833;73.776399;"2024-02-21";"22:00:00";22;"Wednesday";0;"highway";2;"1";"rain";"medium";17.0;"high";"drunk driving";"minor";3;3;0;"No Festival";0.45
287;"Kolkata";"West Bengal";22.542201;88.296251;"2022-07-08";"11:00:00";11;"Friday";0;"rural";5;"0";"clear";"high";15.0;"high";"poor road";"major";4;0;0;"No Festival";0.3
288;"Delhi";"Delhi";28.656319;77.232117;"2022-12-08";"09:00:00";9;"Thursday";0;"highway";1;"0";"clear";"high";18.0;"medium";"drunk driving";"minor";4;1;1;"No Festival";0.25
289;"Mumbai";"Maharashtra";18.87409;72.939462;"2022-12-03";"04:00:00";4;"Saturday";1;"rural";3;"1";"rain";"low";38.0;"low";"distraction";"major";2;1;0;"No Festival";0.45
290;"Pune";"Maharashtra";18.460951;73.781916;"2023-12-03";"14:00:00";14;"Sunday";1;"highway";5;"1";"rain";"medium";34.0;"medium";"overspeeding";"minor";1;0;0;"No Festival";0.25
291;"Mumbai";"Maharashtra";19.160639;72.885188;"2022-01-25";"10:00:00";10;"Tuesday";0;"highway";3;"1";"fog";"low";15.0;"low";"distraction";"major";4;2;1;"No Festival";0.6
292;"Delhi";"Delhi";28.505662;76.960158;"2024-09-05";"11:00:00";11;"Thursday";0;"urban";6;"1";"fog";"low";35.0;"medium";"drunk driving";"fatal";4;4;0;"No Festival";0.65
293;"Mumbai";"Maharashtra";18.803394;72.756475;"2024-11-11";"05:00:00";5;"Monday";0;"highway";1;"1";"rain";"medium";37.0;"medium";"poor road";"fatal";4;4;0;"No Festival";0.45
294;"Chennai";"Tamil Nadu";13.030792;80.290558;"2023-08-10";"09:00:00";9;"Thursday";0;"rural";1;"0";"fog";"low";27.0;"medium";"distraction";"minor";1;0;1;"No Festival";0.6
295;"Mumbai";"Maharashtra";18.922093;72.940473;"2024-09-10";"00:00:00";0;"Tuesday";0;"highway";5;"0";"fog";"low";28.0;"medium";"weather";"major";4;4;0;"No Festival";0.45
296;"Chandigarh";"Punjab";30.632006;76.795028;"2024-10-24";"22:00:00";22;"Thursday";0;"urban";2;"0";"fog";"low";22.0;"low";"overspeeding";"minor";2;0;0;"No Festival";0.45
297;"Mumbai";"Maharashtra";18.942286;72.710271;"2024-05-30";"16:00:00";16;"Thursday";0;"highway";5;"1";"rain";"medium";37.0;"medium";"distraction";"minor";3;2;0;"No Festival";0.25
298;"Kolkata";"West Bengal";22.419317;88.310364;"2024-11-11";"23:00:00";23;"Monday";0;"urban";3;"0";"fog";"low";19.0;"low";"drunk driving";"major";2;1;0;"No Festival";0.45
299;"Mumbai";"Maharashtra";19.277319;72.843699;"2022-02-05";"23:00:00";23;"Saturday";1;"rural";5;"0";"clear";"high";38.0;"high";"poor road";"minor";5;4;0;"No Festival";0.3
300;"Chandigarh";"Punjab";30.616643;76.869914;"2022-02-06";"12:00:00";12;"Sunday";1;"urban";4;"0";"rain";"medium";31.0;"high";"overspeeding";"minor";4;2;0;"No Festival";0.45
301;"Pune";"Maharashtra";18.513383;73.728215;"2023-06-03";"16:00:00";16;"Saturday";1;"rural";1;"1";"rain";"medium";20.0;"high";"drunk driving";"minor";2;2;0;"No Festival";0.45
302;"Kolkata";"West Bengal";22.542294;88.440962;"2022-12-16";"09:00:00";9;"Friday";0;"rural";6;"1";"rain";"low";33.0;"medium";"poor road";"fatal";3;3;1;"No Festival";0.8
303;"Kolkata";"West Bengal";22.578646;88.267103;"2022-04-28";"01:00:00";1;"Thursday";0;"rural";3;"1";"clear";"high";31.0;"low";"poor road";"minor";2;0;0;"No Festival";0.1
304;"Mumbai";"Maharashtra";18.904696;72.929499;"2023-11-06";"23:00:00";23;"Monday";0;"highway";1;"0";"clear";"high";23.0;"low";"weather";"minor";3;1;0;"No Festival";0.1
305;"Chennai";"Tamil Nadu";13.158922;80.282375;"2022-11-14";"09:00:00";9;"Monday";0;"urban";3;"1";"clear";"high";25.0;"high";"weather";"major";1;1;1;"No Festival";0.45
306;"Chandigarh";"Punjab";30.666974;76.757047;"2023-07-30";"09:00:00";9;"Sunday";1;"highway";4;"1";"fog";"low";37.0;"high";"weather";"minor";2;0;1;"No Festival";0.8
307;"Chandigarh";"Punjab";30.655634;76.703463;"2024-07-31";"12:00:00";12;"Wednesday";0;"urban";4;"1";"fog";"low";19.0;"medium";"drunk driving";"fatal";5;5;0;"No Festival";0.65
308;"Bangalore";"Karnataka";13.070817;77.754253;"2024-10-09";"02:00:00";2;"Wednesday";0;"highway";6;"0";"fog";"low";17.0;"high";"overspeeding";"major";4;3;0;"No Festival";0.65
309;"Kolkata";"West Bengal";22.617531;88.294685;"2022-11-28";"01:00:00";1;"Monday";0;"urban";2;"0";"fog";"low";21.0;"low";"drunk driving";"minor";4;3;0;"No Festival";0.45
310;"Chandigarh";"Punjab";30.767989;76.78677;"2023-03-02";"11:00:00";11;"Thursday";0;"highway";2;"1";"clear";"high";36.0;"medium";"drunk driving";"minor";1;0;0;"No Festival";0.1
311;"Chandigarh";"Punjab";30.751536;76.828455;"2022-04-11";"21:00:00";21;"Monday";0;"rural";3;"1";"fog";"low";22.0;"high";"weather";"minor";2;2;0;"No Festival";0.65
312;"Chandigarh";"Punjab";30.725966;76.873965;"2024-03-24";"07:00:00";7;"Sunday";1;"rural";2;"0";"rain";"medium";20.0;"medium";"weather";"major";1;1;0;"No Festival";0.25
313;"Hyderabad";"Telangana";17.474242;78.535552;"2023-05-16";"12:00:00";12;"Tuesday";0;"rural";1;"1";"rain";"medium";15.0;"high";"weather";"major";2;2;0;"No Festival";0.45
314;"Chennai";"Tamil Nadu";13.087316;80.226797;"2022-04-26";"06:00:00";6;"Tuesday";0;"urban";4;"1";"fog";"low";39.0;"medium";"poor road";"major";1;0;0;"No Festival";0.45
315;"Kolkata";"West Bengal";22.505115;88.233239;"2024-07-31";"02:00:00";2;"Wednesday";0;"highway";5;"1";"clear";"high";39.0;"low";"poor road";"minor";5;0;0;"No Festival";0.1
316;"Mumbai";"Maharashtra";18.81774;72.773961;"2024-09-05";"22:00:00";22;"Thursday";0;"rural";1;"1";"rain";"medium";19.0;"low";"drunk driving";"major";2;2;0;"No Festival";0.25
317;"Delhi";"Delhi";28.867743;76.854527;"2023-04-24";"07:00:00";7;"Monday";0;"rural";4;"0";"fog";"low";39.0;"medium";"weather";"fatal";1;1;0;"No Festival";0.65
318;"Pune";"Maharashtra";18.660086;73.810194;"2022-03-22";"01:00:00";1;"Tuesday";0;"urban";2;"1";"rain";"low";20.0;"low";"drunk driving";"major";3;2;0;"No Festival";0.45
319;"Mumbai";"Maharashtra";19.27562;72.80497;"2024-01-17";"16:00:00";16;"Wednesday";0;"rural";2;"0";"clear";"high";26.0;"medium";"poor road";"minor";3;1;0;"No Festival";0.1
320;"Chennai";"Tamil Nadu";12.934717;80.259504;"2022-10-04";"02:00:00";2;"Tuesday";0;"highway";5;"1";"clear";"high";19.0;"high";"overspeeding";"major";3;3;0;"No Festival";0.3
321;"Chandigarh";"Punjab";30.655311;76.714474;"2023-02-19";"15:00:00";15;"Sunday";1;"urban";3;"1";"fog";"low";26.0;"low";"overspeeding";"fatal";3;3;0;"No Festival";0.65
322;"Bangalore";"Karnataka";12.852964;77.561684;"2022-08-15";"18:00:00";18;"Monday";0;"rural";5;"1";"fog";"low";27.0;"high";"poor road";"major";2;2;1;"No Festival";0.8
323;"Pune";"Maharashtra";18.46926;73.979581;"2022-02-21";"18:00:00";18;"Monday";0;"highway";3;"0";"clear";"high";20.0;"high";"weather";"minor";1;0;1;"No Festival";0.45
324;"Delhi";"Delhi";28.824805;77.267512;"2022-05-07";"16:00:00";16;"Saturday";1;"highway";6;"1";"clear";"high";34.0;"low";"overspeeding";"minor";2;0;0;"No Festival";0.1
325;"Chennai";"Tamil Nadu";12.865026;80.224187;"2025-04-10";"21:00:00";21;"Thursday";0;"rural";3;"1";"clear";"high";17.0;"low";"weather";"minor";1;0;0;"No Festival";0.1
326;"Kolkata";"West Bengal";22.423409;88.23046;"2023-01-30";"04:00:00";4;"Monday";0;"highway";5;"0";"clear";"high";39.0;"low";"drunk driving";"minor";2;1;0;"No Festival";0.1
327;"Chennai";"Tamil Nadu";12.979773;80.125904;"2024-11-01";"15:00:00";15;"Friday";0;"urban";5;"1";"fog";"low";32.0;"low";"weather";"minor";1;1;0;"Diwali";0.55
328;"Chandigarh";"Punjab";30.796737;76.773533;"2024-06-24";"14:00:00";14;"Monday";0;"rural";4;"1";"rain";"medium";31.0;"low";"weather";"major";3;3;0;"No Festival";0.25
329;"Mumbai";"Maharashtra";19.025583;72.703921;"2022-02-27";"14:00:00";14;"Sunday";1;"rural";5;"1";"clear";"high";23.0;"medium";"weather";"minor";4;1;0;"No Festival";0.1
330;"Pune";"Maharashtra";18.421265;73.710506;"2022-11-03";"03:00:00";3;"Thursday";0;"urban";6;"1";"fog";"low";32.0;"low";"poor road";"major";3;1;0;"No Festival";0.45
331;"Hyderabad";"Telangana";17.510543;78.427133;"2022-08-24";"03:00:00";3;"Wednesday";0;"highway";5;"0";"fog";"low";37.0;"low";"poor road";"minor";2;2;0;"No Festival";0.45
332;"Mumbai";"Maharashtra";19.093059;72.74776;"2023-03-06";"08:00:00";8;"Monday";0;"urban";6;"0";"fog";"low";21.0;"medium";"drunk driving";"fatal";1;1;1;"No Festival";0.8
333;"Kolkata";"West Bengal";22.68123;88.384248;"2023-04-02";"20:00:00";20;"Sunday";1;"highway";3;"0";"clear";"high";27.0;"low";"weather";"fatal";2;2;0;"No Festival";0.3
334;"Kolkata";"West Bengal";22.403454;88.206231;"2024-11-26";"11:00:00";11;"Tuesday";0;"urban";6;"1";"rain";"low";29.0;"low";"overspeeding";"minor";3;2;0;"No Festival";0.45
335;"Pune";"Maharashtra";18.580848;73.876593;"2024-05-11";"21:00:00";21;"Saturday";1;"rural";2;"0";"clear";"high";38.0;"low";"weather";"minor";5;5;0;"No Festival";0.1
336;"Pune";"Maharashtra";18.404333;73.812579;"2024-07-09";"22:00:00";22;"Tuesday";0;"highway";2;"1";"clear";"high";27.0;"high";"distraction";"major";5;4;0;"No Festival";0.3
337;"Pune";"Maharashtra";18.612059;73.719751;"2024-12-10";"03:00:00";3;"Tuesday";0;"rural";6;"1";"fog";"low";27.0;"low";"weather";"minor";5;2;0;"No Festival";0.45
338;"Pune";"Maharashtra";18.464387;73.94994;"2022-02-03";"11:00:00";11;"Thursday";0;"urban";1;"1";"rain";"low";30.0;"medium";"poor road";"major";2;0;0;"No Festival";0.45
339;"Bangalore";"Karnataka";13.130325;77.446646;"2023-02-06";"09:00:00";9;"Monday";0;"urban";5;"1";"fog";"low";21.0;"medium";"poor road";"minor";2;1;1;"No Festival";0.6
340;"Hyderabad";"Telangana";17.269165;78.502459;"2023-09-04";"20:00:00";20;"Monday";0;"urban";3;"1";"fog";"low";22.0;"medium";"overspeeding";"major";1;1;0;"No Festival";0.45
341;"Pune";"Maharashtra";18.623789;73.873265;"2022-01-31";"18:00:00";18;"Monday";0;"rural";5;"0";"fog";"low";20.0;"medium";"poor road";"minor";5;3;1;"No Festival";0.6
342;"Hyderabad";"Telangana";17.527114;78.530469;"2022-01-02";"21:00:00";21;"Sunday";1;"rural";4;"0";"clear";"high";30.0;"low";"drunk driving";"minor";3;1;0;"No Festival";0.1
343;"Delhi";"Delhi";28.743818;77.084342;"2024-06-14";"15:00:00";15;"Friday";0;"urban";3;"0";"rain";"low";28.0;"medium";"drunk driving";"major";4;4;0;"No Festival";0.45
344;"Delhi";"Delhi";28.650713;76.817058;"2024-02-25";"09:00:00";9;"Sunday";1;"rural";6;"1";"rain";"medium";25.0;"high";"drunk driving";"minor";4;0;1;"No Festival";0.6
345;"Chandigarh";"Punjab";30.658244;76.853188;"2024-06-24";"15:00:00";15;"Monday";0;"urban";6;"1";"fog";"low";39.0;"high";"distraction";"minor";4;0;0;"No Festival";0.65
346;"Kolkata";"West Bengal";22.624284;88.344232;"2024-03-25";"11:00:00";11;"Monday";0;"rural";3;"0";"fog";"low";27.0;"low";"drunk driving";"fatal";4;4;0;"Holi";0.75
347;"Pune";"Maharashtra";18.409953;73.994189;"2024-07-21";"12:00:00";12;"Sunday";1;"rural";2;"1";"rain";"medium";17.0;"medium";"distraction";"minor";3;2;0;"No Festival";0.25
348;"Pune";"Maharashtra";18.65561;73.751185;"2023-01-14";"08:00:00";8;"Saturday";1;"highway";2;"0";"fog";"low";25.0;"medium";"drunk driving";"minor";1;1;1;"No Festival";0.6
349;"Chennai";"Tamil Nadu";12.880956;80.246202;"2025-03-21";"19:00:00";19;"Friday";0;"urban";4;"0";"fog";"low";26.0;"medium";"weather";"fatal";1;1;1;"No Festival";0.8
350;"Kolkata";"West Bengal";22.460049;88.33137;"2025-02-01";"01:00:00";1;"Saturday";1;"urban";3;"0";"rain";"low";22.0;"high";"drunk driving";"minor";1;1;0;"No Festival";0.65
351;"Delhi";"Delhi";28.819006;76.807353;"2025-01-19";"00:00:00";0;"Sunday";1;"highway";4;"0";"rain";"low";30.0;"low";"poor road";"minor";2;0;0;"No Festival";0.45
352;"Hyderabad";"Telangana";17.441486;78.243836;"2023-03-01";"15:00:00";15;"Wednesday";0;"highway";1;"1";"rain";"medium";40.0;"low";"overspeeding";"minor";3;0;0;"No Festival";0.25
353;"Bangalore";"Karnataka";13.071506;77.582699;"2023-10-09";"19:00:00";19;"Monday";0;"rural";3;"0";"clear";"high";30.0;"medium";"poor road";"fatal";4;4;1;"No Festival";0.45
354;"Chandigarh";"Punjab";30.711408;76.707882;"2025-02-16";"13:00:00";13;"Sunday";1;"rural";5;"0";"clear";"high";18.0;"low";"weather";"minor";5;3;0;"No Festival";0.1
355;"Chennai";"Tamil Nadu";12.952895;80.171875;"2025-01-17";"19:00:00";19;"Friday";0;"rural";1;"1";"rain";"medium";22.0;"medium";"distraction";"minor";5;3;1;"No Festival";0.4
356;"Hyderabad";"Telangana";17.462352;78.560305;"2022-09-14";"10:00:00";10;"Wednesday";0;"urban";4;"0";"clear";"high";28.0;"high";"distraction";"major";5;5;1;"No Festival";0.45
357;"Delhi";"Delhi";28.4982;77.020293;"2024-10-27";"15:00:00";15;"Sunday";1;"urban";4;"1";"rain";"low";37.0;"high";"weather";"minor";5;5;0;"No Festival";0.65
358;"Delhi";"Delhi";28.89123;77.289334;"2024-02-03";"07:00:00";7;"Saturday";1;"urban";1;"1";"clear";"high";25.0;"medium";"overspeeding";"minor";5;1;0;"No Festival";0.1
359;"Chandigarh";"Punjab";30.673074;76.772135;"2023-01-06";"18:00:00";18;"Friday";0;"highway";5;"1";"rain";"low";22.0;"high";"distraction";"major";3;0;1;"No Festival";0.8
360;"Kolkata";"West Bengal";22.574229;88.208361;"2024-08-06";"13:00:00";13;"Tuesday";0;"highway";1;"0";"fog";"low";38.0;"high";"poor road";"major";4;3;0;"No Festival";0.65
361;"Mumbai";"Maharashtra";19.206387;72.76094;"2024-10-14";"19:00:00";19;"Monday";0;"rural";3;"1";"clear";"high";38.0;"medium";"distraction";"major";5;1;1;"No Festival";0.25
362;"Chennai";"Tamil Nadu";12.987532;80.20733;"2023-09-26";"07:00:00";7;"Tuesday";0;"highway";3;"1";"rain";"medium";28.0;"high";"poor road";"major";1;1;0;"No Festival";0.45
363;"Chennai";"Tamil Nadu";13.147207;80.153679;"2023-03-13";"06:00:00";6;"Monday";0;"highway";1;"1";"rain";"medium";23.0;"high";"weather";"minor";4;0;0;"No Festival";0.45
364;"Kolkata";"West Bengal";22.464831;88.413777;"2022-06-18";"15:00:00";15;"Saturday";1;"rural";3;"0";"fog";"low";27.0;"medium";"distraction";"major";4;0;0;"No Festival";0.45
365;"Chandigarh";"Punjab";30.701537;76.755897;"2023-01-08";"14:00:00";14;"Sunday";1;"urban";1;"1";"clear";"high";25.0;"low";"distraction";"minor";1;1;0;"No Festival";0.1
366;"Chennai";"Tamil Nadu";13.114273;80.249777;"2022-08-28";"20:00:00";20;"Sunday";1;"urban";5;"0";"clear";"high";40.0;"low";"overspeeding";"major";3;1;0;"No Festival";0.1
367;"Kolkata";"West Bengal";22.415844;88.203608;"2022-08-11";"17:00:00";17;"Thursday";0;"urban";1;"1";"fog";"low";17.0;"high";"overspeeding";"minor";5;1;1;"No Festival";0.8
368;"Bangalore";"Karnataka";13.028376;77.625565;"2023-06-19";"18:00:00";18;"Monday";0;"highway";1;"0";"fog";"low";39.0;"high";"drunk driving";"major";4;0;1;"No Festival";0.8
369;"Chandigarh";"Punjab";30.789743;76.765097;"2024-08-14";"13:00:00";13;"Wednesday";0;"rural";1;"1";"fog";"low";27.0;"high";"poor road";"major";1;0;0;"No Festival";0.65
370;"Pune";"Maharashtra";18.47126;73.729648;"2022-09-01";"01:00:00";1;"Thursday";0;"urban";3;"1";"fog";"low";29.0;"low";"weather";"minor";3;0;0;"No Festival";0.45
371;"Chandigarh";"Punjab";30.674064;76.776373;"2022-04-05";"21:00:00";21;"Tuesday";0;"rural";5;"1";"rain";"medium";39.0;"low";"weather";"minor";2;0;0;"No Festival";0.25
372;"Delhi";"Delhi";28.654726;76.86286;"2023-07-06";"02:00:00";2;"Thursday";0;"urban";2;"0";"clear";"high";21.0;"medium";"distraction";"major";1;0;0;"No Festival";0.1
373;"Delhi";"Delhi";28.544843;76.914438;"2024-02-25";"19:00:00";19;"Sunday";1;"urban";2;"1";"clear";"high";33.0;"medium";"overspeeding";"major";5;3;1;"No Festival";0.25
374;"Mumbai";"Maharashtra";19.057954;72.75712;"2023-04-13";"02:00:00";2;"Thursday";0;"rural";5;"1";"fog";"low";28.0;"low";"overspeeding";"minor";4;0;0;"No Festival";0.45
375;"Hyderabad";"Telangana";17.465522;78.468433;"2024-01-25";"11:00:00";11;"Thursday";0;"urban";4;"1";"fog";"low";37.0;"high";"distraction";"major";3;2;0;"No Festival";0.65
376;"Bangalore";"Karnataka";12.947882;77.70417;"2023-05-28";"20:00:00";20;"Sunday";1;"rural";2;"0";"clear";"high";27.0;"high";"poor road";"minor";5;5;0;"No Festival";0.3
377;"Chennai";"Tamil Nadu";13.15716;80.108805;"2025-03-19";"14:00:00";14;"Wednesday";0;"urban";6;"1";"rain";"low";25.0;"high";"drunk driving";"minor";3;0;0;"No Festival";0.65
378;"Mumbai";"Maharashtra";19.288226;72.925037;"2022-12-20";"08:00:00";8;"Tuesday";0;"urban";4;"1";"clear";"high";20.0;"high";"poor road";"major";3;1;1;"No Festival";0.45
379;"Mumbai";"Maharashtra";19.163928;72.942826;"2023-03-16";"22:00:00";22;"Thursday";0;"urban";4;"0";"clear";"high";34.0;"medium";"overspeeding";"minor";4;2;0;"No Festival";0.1
380;"Mumbai";"Maharashtra";19.204154;72.754614;"2023-11-20";"23:00:00";23;"Monday";0;"highway";6;"1";"fog";"low";29.0;"high";"overspeeding";"major";1;0;0;"No Festival";0.65
381;"Pune";"Maharashtra";18.545375;73.814203;"2024-08-29";"23:00:00";23;"Thursday";0;"highway";4;"1";"fog";"low";34.0;"high";"poor road";"fatal";5;5;0;"No Festival";0.85
382;"Kolkata";"West Bengal";22.681957;88.304039;"2022-06-09";"17:00:00";17;"Thursday";0;"highway";5;"1";"rain";"medium";31.0;"high";"poor road";"fatal";3;3;1;"No Festival";0.8
383;"Chennai";"Tamil Nadu";13.144941;80.121944;"2023-09-28";"04:00:00";4;"Thursday";0;"highway";4;"0";"fog";"low";16.0;"low";"drunk driving";"minor";5;2;0;"No Festival";0.45
384;"Pune";"Maharashtra";18.559774;73.884165;"2024-10-23";"14:00:00";14;"Wednesday";0;"highway";1;"0";"fog";"low";28.0;"high";"overspeeding";"minor";1;1;0;"No Festival";0.65
385;"Hyderabad";"Telangana";17.429285;78.462174;"2024-11-21";"14:00:00";14;"Thursday";0;"highway";1;"1";"clear";"high";20.0;"low";"poor road";"major";4;0;0;"No Festival";0.1
386;"Hyderabad";"Telangana";17.51022;78.320229;"2023-09-05";"10:00:00";10;"Tuesday";0;"urban";6;"1";"clear";"high";39.0;"high";"poor road";"minor";5;4;1;"No Festival";0.45
387;"Pune";"Maharashtra";18.533183;73.792839;"2022-06-20";"15:00:00";15;"Monday";0;"rural";4;"1";"rain";"medium";19.0;"medium";"overspeeding";"minor";2;0;0;"No Festival";0.25
388;"Chennai";"Tamil Nadu";12.910369;80.297392;"2024-09-21";"06:00:00";6;"Saturday";1;"urban";4;"1";"clear";"high";23.0;"high";"overspeeding";"major";1;1;0;"No Festival";0.3
389;"Bangalore";"Karnataka";13.085418;77.731694;"2023-03-24";"08:00:00";8;"Friday";0;"urban";6;"0";"clear";"high";27.0;"high";"drunk driving";"major";5;5;1;"No Festival";0.45
390;"Mumbai";"Maharashtra";19.25538;72.982083;"2022-09-18";"08:00:00";8;"Sunday";1;"urban";6;"0";"rain";"medium";18.0;"high";"overspeeding";"minor";3;3;1;"No Festival";0.6
391;"Delhi";"Delhi";28.896351;76.909336;"2022-06-19";"11:00:00";11;"Sunday";1;"highway";4;"0";"fog";"low";18.0;"medium";"poor road";"minor";2;1;0;"No Festival";0.45
392;"Bangalore";"Karnataka";13.018995;77.767071;"2024-10-30";"01:00:00";1;"Wednesday";0;"urban";6;"0";"fog";"low";27.0;"low";"poor road";"minor";5;0;0;"No Festival";0.45
393;"Delhi";"Delhi";28.534511;76.998304;"2024-12-29";"10:00:00";10;"Sunday";1;"rural";6;"0";"fog";"low";33.0;"high";"distraction";"major";2;1;1;"No Festival";0.8
394;"Chandigarh";"Punjab";30.747416;76.743713;"2022-05-06";"08:00:00";8;"Friday";0;"rural";2;"0";"clear";"high";38.0;"high";"weather";"fatal";5;5;1;"No Festival";0.65
395;"Chennai";"Tamil Nadu";13.193579;80.177155;"2024-03-01";"06:00:00";6;"Friday";0;"urban";2;"0";"clear";"high";36.0;"high";"weather";"major";4;3;0;"No Festival";0.3
396;"Bangalore";"Karnataka";13.155137;77.476742;"2025-03-12";"05:00:00";5;"Wednesday";0;"highway";6;"1";"fog";"low";37.0;"medium";"weather";"minor";3;0;0;"No Festival";0.45
397;"Kolkata";"West Bengal";22.555692;88.47553;"2023-05-23";"21:00:00";21;"Tuesday";0;"rural";4;"0";"rain";"low";40.0;"medium";"drunk driving";"fatal";5;5;0;"No Festival";0.65
398;"Kolkata";"West Bengal";22.410099;88.480776;"2023-02-27";"21:00:00";21;"Monday";0;"highway";1;"1";"fog";"low";23.0;"medium";"poor road";"minor";4;3;0;"No Festival";0.45
399;"Kolkata";"West Bengal";22.450379;88.232242;"2022-05-22";"08:00:00";8;"Sunday";1;"rural";2;"0";"clear";"high";34.0;"high";"overspeeding";"minor";5;3;1;"No Festival";0.45
400;"Mumbai";"Maharashtra";19.228611;72.742829;"2023-05-13";"16:00:00";16;"Saturday";1;"highway";4;"1";"rain";"medium";20.0;"medium";"weather";"fatal";1;1;0;"No Festival";0.45
401;"Delhi";"Delhi";28.607136;76.809087;"2023-03-16";"20:00:00";20;"Thursday";0;"urban";1;"1";"rain";"low";24.0;"medium";"distraction";"minor";3;3;0;"No Festival";0.45
402;"Mumbai";"Maharashtra";19.190948;72.77105;"2024-03-20";"17:00:00";17;"Wednesday";0;"urban";2;"1";"clear";"high";31.0;"high";"poor road";"minor";3;2;1;"No Festival";0.45
403;"Pune";"Maharashtra";18.448526;73.79873;"2024-03-27";"22:00:00";22;"Wednesday";0;"rural";4;"1";"fog";"low";27.0;"high";"drunk driving";"fatal";2;2;0;"No Festival";0.85
404;"Kolkata";"West Bengal";22.626785;88.286183;"2022-11-19";"07:00:00";7;"Saturday";1;"highway";1;"0";"rain";"low";26.0;"high";"poor road";"minor";3;0;0;"No Festival";0.65
405;"Hyderabad";"Telangana";17.469867;78.205519;"2022-03-25";"04:00:00";4;"Friday";0;"highway";1;"1";"clear";"high";32.0;"low";"distraction";"minor";1;0;0;"No Festival";0.1
406;"Hyderabad";"Telangana";17.266396;78.569623;"2024-05-15";"06:00:00";6;"Wednesday";0;"highway";5;"1";"fog";"low";28.0;"high";"weather";"major";5;2;0;"No Festival";0.65
407;"Pune";"Maharashtra";18.546225;73.940637;"2023-05-27";"12:00:00";12;"Saturday";1;"highway";6;"1";"fog";"low";32.0;"low";"overspeeding";"minor";3;3;0;"No Festival";0.45
408;"Bangalore";"Karnataka";13.168031;77.626681;"2022-07-09";"19:00:00";19;"Saturday";1;"highway";5;"0";"fog";"low";15.0;"low";"weather";"major";2;1;1;"No Festival";0.6
409;"Hyderabad";"Telangana";17.380814;78.527045;"2022-08-22";"10:00:00";10;"Monday";0;"highway";4;"0";"fog";"low";35.0;"medium";"distraction";"minor";2;2;1;"No Festival";0.6
410;"Mumbai";"Maharashtra";19.147308;72.717022;"2023-05-23";"06:00:00";6;"Tuesday";0;"highway";2;"0";"clear";"high";28.0;"low";"drunk driving";"minor";5;1;0;"No Festival";0.1
411;"Hyderabad";"Telangana";17.218976;78.371587;"2023-07-01";"01:00:00";1;"Saturday";1;"rural";3;"0";"clear";"high";28.0;"high";"weather";"minor";3;0;0;"No Festival";0.3
412;"Delhi";"Delhi";28.857196;76.867687;"2023-11-14";"07:00:00";7;"Tuesday";0;"urban";5;"1";"rain";"low";33.0;"low";"distraction";"major";2;2;0;"No Festival";0.45
413;"Hyderabad";"Telangana";17.271903;78.256815;"2022-03-15";"03:00:00";3;"Tuesday";0;"rural";2;"1";"clear";"high";40.0;"low";"drunk driving";"fatal";3;3;0;"No Festival";0.3
414;"Delhi";"Delhi";28.764338;77.016944;"2024-11-23";"18:00:00";18;"Saturday";1;"urban";4;"1";"fog";"low";20.0;"high";"drunk driving";"minor";5;0;1;"No Festival";0.8
